filename,labels,text,clarity_score
audio_133.wav,2.0," So, the topic is the scene of the crowded market. So, after the COVID, after the COVID, the market is very crowded. So, the people are buying and selling new technologies and new features of phones, laptop and electronic devices. So, that they can easily work them. And most likely, we can hear in the market is like cheap products and good features and good technologies that are inside it. And throughout the technologies, increasing day by day, all people are by only technologyrelated products like mobile, laptops, tablets, earbuds and Bluetooth connecting devices. Thank you.",0.74
audio_288.wav,2.5," I was the best day of my life. The university attended. Usead game is part festival called Nuga. Wish and comprises all the old country, all the old university, but the university, for the everyday university in my country, whereby the country in particular, my school, used the composition. I was so happy. What made this pressure? Because me seeing different people from different culture, from different backgrounds, he wanted to please participate in the sport. I feel elated. I was so happy. Whenever I think about this, did that particular day? Im so happy. Because Im a kind of person. I love sports. Literally, I participated in field hockey for my school. In this particular day, I played field hockey for my school professionally, and I bought a lot of football. It was a very great day.",0.74
audio_1111.wav,2.0, My goal is gaining a job in a particular company and a mechavaluable person in this society. I will become a valuable person in this society. I face a many challenges in my way. In the like I face the challenges in our studies. There is no coaching classes through the 10th and 12th. I will become a study myself and there would be a good marks in 10th and 12th. After that I will be a goto college. I had not the admission in the college and presently I will be a goto college.,0.74
audio_771.wav,2.5, It was very much interesting when we do exercises. It really makes me relax. I will do exercises by using dumbbells. Im very much enjoying my exercises however. This makes me very dry.,0.74
audio_1184.wav,2.5, My goal is to become yourself very many and I have faced several challenges for achieving my goal. To be completed regular activities and regular I want to improve my speaking skills and only and friends motivations is very important to achieve our goal. I am my situation is to achieve goals.,0.74
audio_918.wav,2.5," The best day of my life was the day I got an admission to the university, I had charged several years at later attempts and it wasnt first coming but finally eventually on that day I saw my name on the list of admitted students which is of course I wanted to study and that was really really a study, could I write a committee?",0.74
audio_1030.wav,2.0," My favorite place is St. Colha Hospital. The genuine archival experience is very good. And that place is where we can never forget that food is those. That place is very delicious. And we also can sit inside me. And also we can eat together in particular time of day or season. When this place is specially magical or beautiful, but night time we will go that place.",0.74
audio_1112.wav,2.0," Im going to go to the next one. Im going to go to the next one. Im going to go to the next one. Im going to go to the next one. My goal in life is to continuously learn and grow myself, while also helping others so that they can feel very happy. I would like to help others who are in need of something. I also start to make a positive impact on the world. I want to contribute myself for a better.",0.74
audio_873.wav,2.0, I dont know. Do you want to talk to me? I never know. You said hes a born. No. No. The first day of my life was overnight in gratitude for my mom. I schooled. I was so excited because I thought theres going to be another opportunity for me. I started being there. I worked on the work that I worked with. I was a peanut butter. So much to eat and drink. I was so happy. I was so happy. I was so happy. I was so happy. I was so happy.,0.74
audio_539.wav,2.0," My favorite place is Humpey. It is located in Karnataka and India and Subcontinent. The Humpey is mainly very famous for the structures and shilpakala. So it was built by Shri Krishna Devaraya, who is the king of Vijayanagara Empire and the construction belongs to 16th century. The most famous architecture you will be find there. Its one of the best and the best civilized structures and architecture we will be find there. It is most and most wonderful thing I have visited. And one of the local dishes there is the Fibilayabad. It is very",0.74
audio_899.wav,2.0, Disgrunt the destiny of my life please. One day I see my father and mother taking care of me. In the day I just like the value of the parents in my life is more important which can be experienced by me directly which is so amazing for me. Here I was injured but they are taking care of me so so seriously so I should pray. Then only I decided to I respect my fathers.,0.74
audio_1277.wav,2.5," In my life, one of the best days in Marathi is going to Kispo with my friends. And also, hang out with friends when I am 10th standard. We went to Chennai Beach and hang out there in the evening. Its a very special day and we have done a lot of things over there. And we have eat prawns, biryani and so much prawns, kabob and a lot of seafood. So, we tried a lot of very kind of dishes over there and we have injured very much over there. The kind of is not come in future. The sale is very vicious and it cannot come in the future.",0.74
audio_649.wav,2.5," The market is nearby my home only. It was all about to kilometers. Then daily the market will open at p.m. a.m. only. The market has so many things like vegetables, fruit, vegetables, vegetables like tomatoes, chilies, brinjals, all, etc. When I went into market at oclock in the morning then the crowd will be very heavy and all people gather and will take the market. The sounds are murmuring like, I will buy a kilo tomatoes, kilo chilies, and all, etc. And the market will be changing one to day. From morning the market will, the people have very heavy and that the afternoon there is no people in the market and no snow profits and losses will be built to the customers. Customers not.",0.74
audio_701.wav,2.0," Okay, myself is Dhrugan from Dharia, Bitaq in Ramajna Institute of Technology. Today my topic about what are the people selling and buying in the market. Marketing means it has so many ways like vegetable market and product market, market, cloth market and fruits market. We have so many types but now I am to say three different types of markets. One market is the vegetables. This market happens in the morning times. When the people we go on by the vegetables and come to home and it makes the paras lunch and the dinner different all everything. Let us and let us type of market is clock marketing which is by",0.74
audio_763.wav,2.5," Yes, my hobby is to play with my friends and colleagues and other people who are there in the ground. So, when I am playing, in case my self is feeling very happy and feels very peaceful mind and the body is under situation is very comfortable. There are only two players playing cricket like a bat ball and some tools on it. So, that is why I need to enjoy with that people. Yes, of course I enjoy when I play with my colleagues friends. I enjoy a lot because of everybody having different thoughts and different thoughts. So, different studies in the world.",0.74
audio_952.wav,2.0," My view of playground will be like surrounded by large trees, green nature, surrounded with water which is out, away from the ground. This is what my exactly in my vision, this is my vision of playground. And I would like to see a few games or activities which are, which are to be happened in the playground like sea song, hide and seek, which are mostly played by the school students. And moreover, I would like to play Dingo Bell, Color, Bird Color, Dingo and mostly I would like to play the simple games. And mostly I used to hear the sounds in the playground which would be like shouting the students.",0.74
audio_167.wav,2.5," My favorite hobby is listening to the music. Whenever I get the free time or when I am nervous or upset a little bit sad, I try to listen to music. Whenever I listen to music, my mood and my mind sets very quickly into the positive mode. Everything vibes at good and my mind becomes fresh and clear. If I start any work after listening to music, it leads me to success very easily. I feel when an energetic and very anxiety, my interest goes keep on moving when I listen to the music. Depends on my mood, I listen to the classical songs, movie songs, old songs and melodies. I like melody songs very well.",0.74
audio_708.wav,2.0," Market. We know market is a very crowded place. Market not only sells food, food essential or kitchen essential but also the things what we wear like cloth, shoes and many other things. Market in markets while buying the things we choose places by their prices. When it comes to market we can hear lot of noises in the market. And also in the morning times it will be litigated but as the day comes of the afternoon the noises started to increase and up to evening this.",0.74
audio_1245.wav,2.0," My favorite hobby is drawing and I lot of enjoy when my creative thoughts come to their last decade with my drawings. I use so many tools like pencils and in the pencils there are so many shades like the 2V etc. I like to draw alone. In the most of the time I draw my glass from when I build more glass. I will draw most of the things like my lectures except draw, but they did.",0.74
audio_812.wav,2.0," The most of the, the, the, what we are doing is the most of the, the most of the, the favorite hobby is to watch movies and I used to watch the movies which gives us the a course which is a comedy movie and I used to watch with my family and the two slided for this hobby or the television and mobile etc. And I used to watch the movies which gives a family and the tightment and thriller movies and I dont like to watch the movies which this name is, get 앉 TV isfer This",0.74
audio_76.wav,2.5," Devoteas התins一下 son Rob 법 Personas and the train onk, different people at Shanty people making noise, at this very crowded place, people doing different things. It was a quite experienced, because I woke up in the morning trying to go to the market and buy one or two things, one or two groceries from a house. I got the market to also so crowded that different people.",0.74
audio_1296.wav,2.5," See the best day of my life is when I was 8th class, my English teacher asked me to come on to the dies and she actually, she really didnt ask me to give a speech on my mother. And I was very nervous and just I went there and I hit on there, I put my head down, just looking at the floor. Thats it. She is saying say something and the people who sit here in front of me all laughing by seeing me because I was nothing speaking there because I dont know how to speak and how to start the speech regarding my mother. Even about my mother I couldnt speak and by that the critical situation I chained my mind to speak influently in my future.",0.74
audio_239.wav,2.0," So, the topic is, man, describe your favorite hobby. So, my favorite hobby is to trade in stock market. So, after the call, the stock market, industry, booms and it is not my hobby, it is also my passion and I will use many tools for to do trading like market pulse, trading view, up stocks and many more. I am very happy to do this hobby and this is my longterm goal and this is my very best hobby to own your with others.",0.74
audio_668.wav,2.5," There are so many people, so many more like vegetables, settlers and fruit, settlers and grains, settlers and seeds, settlers like claws, answers. So many people are buying like that of fruits, vegetables and grains and seeds for their daily life purpose, creating. There are a couple of sounds, from that place like hot vehicles and the people are shouting from one place to other people to calling themselves other people. The market is going to the morning, the pool of water and going to the evening, the people are very less in the market.",0.74
audio_17.wav,2.0," I am describing about my happy hobbies. I would like to listen to songs when I was in free time and again I started to do things about myself to take care of myself and finish all of my things. Describing a favorite hobby, what do you enjoy the most about your hobby or there are any tools that you need to use for your hobby, do you enjoy practicing your hobby and your own or other with others. I mostly like to spend time with myself only to take care of myself.",0.74
audio_289.wav,2.5," My favourite day, my best day in my life was in my essay screen. But then I was invited for a competition which was like a sector. I was not aware of this competition at all. But then my principal made me force me to attend this big ahead of the competition so that he would watch me feel. But then I did a little preparation overnight and I kind of let his hopes down. Because he expected me to feel that day I was the one that won the competition and then he felt so angry. So seeing him angry was what made me so special.",0.74
audio_45.wav,2.5," . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de la cacao . de da la cacao . de la cacao Hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, h hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush, hush Unată taf Wal sweat Hell",0.74
audio_657.wav,2.0," When I enter into the market to buy or require things to cook delicious food like like tomato rice, lemon rice etc. for these things I need tomatoes and masalas. So when I went to the market, after seeing the crowd I thought that I today I cant cook my delicious food because the crowd is that much that I cannot enter into the market and buy required things. Even though it is a crowded, however I managed to go into the market to get inside and bought my required things to cook my delicious food. Thats it. Thank you.",0.74
audio_876.wav,2.0," Okay, my best day of life is virtue in good marks and you can do that set summation. It is my best day and best shelter to me and also it is my best day to my parents also. In this I think when I writing it was difficult to me right, it just say I cannot feel that it was a bad experience to me while writing it then I can think that I want that you could be more sick. But after getting the result I felt very good by getting good marks which was very very hopeful to me and also very pleasant to me. I was getting good marks on my parents also very happy, very enjoyable which was getting my good marks on my friends also which was very pleasant and getting a good marks coming because good feel to me on that day I feel very better to me to that day.",0.74
audio_1069.wav,2.0, Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it.,0.74
audio_1318.wav,2.0," My favorite place to visit is our province, which is Bikol. And I love Chambali. I love going to Bikol because theres local foods or dishes that which I love to eat there. I can eat seafoods there that we can get from a sea. And we used to travel or to go to our province, which is Bikol, when its holy week. So, where our whole family is gathering our holy week or spend our holy week to our province. And we bond and we celebrate or spend the holy week together with our whole family.",0.74
audio_832.wav,2.0," So my favorite hobby is doing yoga and meditation. It gives me free of my space and it gives me relaxation. And doing yoga, if there are many benefits and the most about my hobby is, I will do these yoga in the morning and also as well as in the evening. So the most interesting in my hobby is while doing, I am very excited to these yoga, yoga sanas. And also I take some of the tools whenever I do the yoga, like using skipping, skipping tool.",0.74
audio_917.wav,2.0, Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to do it. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table. Im going to put it on the table.,0.74
audio_802.wav,2.0," My favorite hobby is listening to songs. Of course, mobile and earphones are very mandatory for listening music. Whenever I feel sad, low or happy, I like to listen to songs. It depends on my mood. When Im happy, I listen to the like rap songs and many different enjoying songs. And when it comes to my sad mood, I listen hardwicket songs. And also, I like to listen when I am alone. Or when I am left alone, I like to hear the songs by my own. And I enjoy my own company while listening songs. Whenever it comes to my hobby, the first thing is songs. Because its very important to keep my mind very fresh and low. This is why I call listening to music in my favorite hobby.",0.74
audio_275.wav,2.0," The best day in my life when I was 12th grader results were announced. Everyone is very curious to know about my maths, my family, my relatives, my friends, etc. When the results were announced it was a stunning situation for me when I got full marks, I got a place in my twelfth and everyone was very happy all my relatives are congratulating me on my friends congratulating me. The most satisfactory part is that my parents were so happy, they are as well filled with joy and happiness and they are telling my results to their colleagues and their friends very proudly that made my day actually and thats the best day in my life that I made my parents proud. So that will be the very satisfactory situation for any kid to make their marriage.",0.74
audio_940.wav,2.0," Port is again the account, the owner knows how to present a document and have the accounts provided and how to inform a client about the roadmap for the prioreilکیم اگم مربلش نکائر کانئppedåت Sudan واقعیم خادرة extinction واення کرநی دva",0.74
audio_1120.wav,2.0," My goal is to become a software engineer to create innovative and impactful software solution that addresses real world problems, improve user experience, and push the boundaries of technology. I am continually learning and grow, collaborate with talented individuals on contribute projects that makes a positive difference in society. These are my goal to become a software engineer where they are to find solutions to the problems and reach the target of the team.",0.74
audio_535.wav,2.5," Yeah, my journey to Kannada State was amazing and that experience gave me a wonderful day. And local foods are dishes from this place where I would like to eat special foods not today, rarely choose. I think Briani and some more dishes that chooses those places correctly match them. And the season I would prefer is winter season. At that time the place will be cool and whether time made I would like to",0.74
audio_244.wav,2.5, My favorite hobby is watching movies. So watching movies is just like entertainment ourselves are to read from tension or stress. So majority watch movies so while in holidays or vacations. But my hobby is to watch in while exams because while examinations brain is all about the tension or think about exams only. But if I believe in that at that time if you see watch under hours to just obey our tension of exams it will help. The tools I use is maximum and it is not even locked up and they were required here once only. And I watch the movies alone not with any others because watching is enough to watch movies and entertain us and to read from any other surroundings also.,0.74
audio_1134.wav,2.0," I would like to become a beauty unit, among the art in the world. I face you and I would like to also my own solenders of any difficulties like the exams and any communication problems etc. I motivate myself, motivate myself and I will give you a second course. Watching some movies, so totally, I feel I was by reading books and hours. I have learned inspiration from my local family. I would like to and see goals by what I think that is simply.",0.74
audio_724.wav,2.0, Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go in the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to go to the bathroom. Im going to gloss over the thoroughly styled Palace. Im going to gloss over the thoroughly styled Palace. Im going to gloss over the thoroughly styled Palace. Im going to gloss over the thoroughly styled Palace. Im going to gloss over the thoroughly styled Palace. Im going to gloss over the thoroughly styled Palace.,0.74
audio_965.wav,2.0," The school playground is a vibrant space, teaming with energy and moment. It avoided with colorful equipment like swings, slides, monkey bars and jungle gym, surrounded by the edges of the class class, green grass and prevent marked width, port courts, crids and basket ball court. During recess, students can be seen engaged in the variant various activities. Some play tag racing around the playground, its short and lost. While other groups are gaming, awkward and basket ball. And also cornered, wait, cute handle, set the game for four squares, ten, and the hardwood metal third end of the activity, the playground is alive with the sounds.",0.74
audio_1031.wav,2.5," I would like to visit South Korea because I really love the place to visit once in my life and I would like to travel to Erupe because that would be my first experience. I would like to taste the local dishes in South Korea, kimchi, jjampong, sushi and many other dishes by spicy dishes. I would like to visit the country in autumn season because the flowers or the tree blossoms, cherry blossoms.",0.74
audio_1326.wav,2.5," I think the goal that I am actually very nice to be happy, completely happy because I think in this generation its not easy to achieve. And also just being here, I like to achieve my small means of life such as having my own space because its not easy to live with my parents right now. So I think that this may really go as of the moment. What challenges would you face? I think that the budgeting because its not easy to have your own space when you are sure to be the budget. Thats why I think that is the hardest part of achieving that goal as of the moment. What motivates you to stay focused on the payment of our achieving goals? I think the idea of living, the idea of being alone and having my own space. I think thats what makes me so good.",0.74
audio_1325.wav,2.5," My goal is life is to have a happy and peace life and always a rich and I want my goal is to have money more money because my goal is important for me because everything I dont have money or my family is not that rich so I just want to give my family a bridge or a life that they deserve and the challenge is that I face to achieve this goal is money thats why I need money to achieve my goal and also the time I need the time for this goal and like what I said my goal in life which is to money, motivates me",0.74
audio_273.wav,2.5," My topic is to describe a food the best day in my life. And the best day in my life is when I am studying a 10th standard. They suddenly plan to conduct an essay writing about social media. Actually, we are not aware about at the 10th. When I am studying, I tend to stand it. They opted to select the Telugu, Hindi and English languages. They intimidated us to participate and then leave the college for that last day. We have the duster always at the time. And then after the day, we need to enjoy our holidays, everyone in that mood. But they conducted the essay writing. Due to my staff instructions, I participated in that. Unfortunately, I wont eat that day. I am taking away from the inspectors.",0.74
audio_1298.wav,2.5, The best day of my life is the moment my teacher announced that in a school I scored the highest marks in my class. Everyone appreciated me. My friends were smiling with pride. My teacher was happy and my classmates were surprised when I told my parents the field proud and the moments still I remember. And I enjoy those moments. The best day is all my school days. We are enjoyed.,0.74
audio_868.wav,2.0, see the best days when I got my VTIC seat in SRITU college because I have tried so much but I have tried I give much preparation for the answer exam after completion of interweaving so I have practiced much I have prepared well so there was much confusion whether I get see in my English college or not so the happiest moment and the most moment is when I got I would say it in this college I mean SRITU college in the pool that was really special if that if that do not has happened I will be I have made some most appointment but that days where only special a time or selected to the college I really felt,0.74
audio_964.wav,2.0," You met a player of my experience, I am a football player down, raised down, right? I used to play it again with my friends, but they are three. Only one. We played together every day and two or more. Then I would play one more time for one. I used to play part of our holiday and in our school playtime. There is no sound. And the drum. And thats it.",0.74
audio_85.wav,2.0," Recently, I visited Raitabaza near my house, which is for the purpose of selling vegetables and all the other kind of daily grocery, which are required in our kitchen. When I reached there, the place was so crowded that I cant even find what they are selling. The people are surrounding the stalls. We cant see what the stalls are selling actually. Everyone was shouting about the grocery that they are selling. It was very crowded in the early morning times and it was a bit less crowded in the time of afternoon.",0.74
audio_919.wav,2.0, My best day in my life means at one day I asked my father in one situation where we are rented in the other relatives house where we are close to that family and one day they asked my father that one of the relative another relative who is close to my father has taken some of the place where he kept these things in our place. Due to some problems those relatives were the rented relatives where we are rented in their home. They asked my father please leave the home or you remove that place which you have given to the another relative but my father said we have given a word to someone means we need to stand on our date so we cant give that place to you so well remove will leave from your house.,0.74
audio_303.wav,2.5," The best thing of my life was probably when I had a mass competition and I guess my show you guys how Ill goすごい much Im not going to bring up to this competition. I really show you that Harvard plays off. And yeah, I think its back on the street. I just miss my friend, myself, and Im going to go to the airport. Yeah, I guess I can do that. And I think this is a good week. I hope I can start a bloody year to a future of prison. Im going to miss.",0.74
audio_345.wav,2.0," So, the topic is to describe the best day of your life. So my the best day of my life is to is when I go to the tour in to mountain. I will climb the mountain and see natural beauties and meaningful phrases and many more. I will climb kilometers in and hours and in mountains there are also some gentle and very interesting and there are some fun days and mountains also. Thank you.",0.74
audio_930.wav,2.0, Describing about the best day in my life is not a particular day but I think every day start with new hope and new experiences. So every day we have to think that it is a new chance or a new day to make and not about a single day as a best day. I will try to make every day as a best day in my life. Not only a single day but I will treat every day as a best day and make every day as a special day in my life. Thank you.,0.74
audio_817.wav,2.0, My favorite hobby is playing cricket. I like to play cricket with my friends. And I regularly go to ground with my friends on cricket. And I enjoy a lot while playing cricket. Because why I listed as a favorite hobby is cricket. It is a team work. So thats why.,0.74
audio_1104.wav,2.5, My favorite place to visit is Bangalore. The journey to be Bangalore is very pleasant. I will enjoy the nature while traveling from my place to the Bangalore. I like the local food around the Bangalore. I like to have those and some fast food there. I would like to go to Bangalore in winter season. I will go to Bangalore in winter season.,0.74
audio_836.wav,2.0, My hobby is watching TV and web series and movies. I like the most about the interior and the movies and the action. I like to encourage the habit of the interior and I just like to practice the dance and way of talking of his style. I like the most habits of him and so much interest about his behavior and his humanity and his goodness and his looks. Whatever the things I am most attractive towards him and just its my hobby to see in the big screen like that. I just want to remember his name every day and I am so much involved with him and he is a good person. He looks good and at him.,0.74
audio_946.wav,2.0,"ża interveneriss Gefre is ng high cooldown ,Pf s kris verf fine, k nels box in, ulan ikrade dbar Moepe Erarchothane Anachanootzma bewheigung.儿iyaan bitchayasdi bhaинойin matis provi",0.74
audio_1312.wav,2.0," Im going to play a good playground will be large with many different surfaces. The playground must be spacious and outdoors, but they must be also secluded for children. Alright.",0.74
